Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Taxon mnemonic	Components	Genome assembly ID	Genome representation	interpro_IPR013902_count
UP000002038	Blastomyces gilchristii (strain SLH14081) (Blastomyces dermatitidis)	559298	10303	C:97.3%[S:85.5%,D:11.8%],F:0.9%,M:1.8%,n:4862	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Ajellomycetaceae, Blastomyces, Blastomyces gilchristii	BLAGS	Mitochondrion; Unassembled WGS sequence	GCA_000003855.2	full	0
UP000002058	Uncinocarpus reesii (strain UAMH 1704)	336963	7760	C:85.6%[S:85.5%,D:0.2%],F:7.4%,M:7.0%,n:4862	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Onygenaceae, Uncinocarpus, Uncinocarpus reesii	UNCRE	Unassembled WGS sequence	GCA_000003515.2	full	0
UP000002059	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)	502779	8811	C:97.2%[S:97.1%,D:0.1%],F:1.4%,M:1.4%,n:4862	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Ajellomycetaceae, Paracoccidioides, Paracoccidioides lutzii	PARBA	Partially assembled WGS sequence	GCA_000150705.2	full	0
UP000002149	Cryptococcus deneoformans (strain JEC21 / ATCC MYA-565) (Cryptococcus neoformans var. neoformans serotype D)	214684	6740	C:99.5%[S:96.3%,D:3.2%],F:0.2%,M:0.3%,n:4284	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Tremellales, Cryptococcaceae, Cryptococcus, Cryptococcus neoformans species complex, Cryptococcus deneoformans	CRYD1	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14	GCA_000091045.1	full	0
UP000002258	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	322104	5797	C:98.1%[S:98.0%,D:0.0%],F:0.7%,M:1.2%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Scheffersomyces, Scheffersomyces stipitis	PICST	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Unassembled WGS sequence	GCA_000209165.1	full	0
UP000002313	Encephalitozoon intestinalis (strain ATCC 50506) (Microsporidian parasite) (Septata intestinalis)	876142	1934	C:99.3%[S:99.2%,D:0.2%],F:0.2%,M:0.5%,n:600	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Microsporidia, Apansporoblastina, Unikaryonidae, Encephalitozoon, Encephalitozoon intestinalis	ENCIT	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome VI; Chromosome VII; Chromosome VIII; Chromosome IX; Chromosome X; Chromosome XI	GCA_000146465.1	full	0
UP000002428	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	284593	5189	C:96.6%[S:95.6%,D:1.0%],F:0.2%,M:3.1%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Nakaseomyces, Candida glabrata	CANGA	Chromosome A; Chromosome B; Chromosome C; Chromosome D; Chromosome E; Chromosome F; Chromosome G; Chromosome H; Chromosome I; Chromosome J; Chromosome K; Chromosome L; Chromosome M	GCA_000002545.2	full	0
UP000002489	Fusarium oxysporum (strain Fo5176) (Fusarium vascular wilt)	660025	16626	C:88.8%[S:88.1%,D:0.7%],F:5.5%,M:5.8%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium oxysporum species complex, Fusarium oxysporum, Fusarium oxysporum f. sp. conglutinans	FUSOF	Unplaced; Unassembled WGS sequence	GCA_000222805.1	full	0
UP000002497	Coccidioides posadasii (strain RMSCC 757 / Silveira) (Valley fever fungus)	443226	10212	C:95.2%[S:95.1%,D:0.2%],F:2.1%,M:2.6%,n:4862	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Onygenaceae, Coccidioides, Coccidioides posadasii	COCPS	Unassembled WGS sequence	GCA_000170175.2	full	0
UP000002499	Metarhizium acridum (strain CQMa 102)	655827	9830	C:95.3%[S:95.1%,D:0.2%],F:2.6%,M:2.2%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Metarhizium, Metarhizium acridum	METAQ	Unassembled WGS sequence	GCA_000187405.1	full	0
UP000002530	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	9647	C:96.9%[S:96.7%,D:0.2%],F:1.7%,M:1.3%,n:4191	Standard	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Fumigati, Aspergillus fumigatus	ASPFU	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion; Unassembled WGS sequence	GCA_000002655.1	full	0
UP000002605	Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast)	573826	5829	C:99.3%[S:98.7%,D:0.6%],F:0.2%,M:0.4%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida dubliniensis	CANDC	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome R	GCA_000026945.1	full	1
UP000002624	Ajellomyces capsulatus (strain H143) (Darling's disease fungus) (Histoplasma capsulatum)	544712	9545	C:80.1%[S:80.1%,D:0.0%],F:9.3%,M:10.6%,n:4862	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Ajellomycetaceae, Histoplasma, Ajellomyces capsulatus	AJECH	Mitochondrion; Unassembled WGS sequence	GCA_000151035.1	full	0
UP000002668	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam)	985895	12608	C:90.7%[S:90.7%,D:0.0%],F:3.5%,M:5.8%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Leptosphaeriaceae, Plenodomus, Plenodomus lingam/Leptosphaeria maculans species complex, Leptosphaeria maculans	LEPMJ	Genome			0
UP000002669	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum)	535722	8921	C:98.5%[S:98.4%,D:0.1%],F:1.1%,M:0.4%,n:4862	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Onygenales, Arthrodermataceae, Nannizzia, Arthroderma gypseum	ARTGP	Mitochondrion MT; Unassembled WGS sequence	GCA_000150975.2	full	0
UP000002753	Saccharomyces kudriavzevii (strain ATCC MYA-4449 / AS 2.2408 / CBS 8840 / NBRC 1802 / NCYC 2889) (Yeast)	226230	3745	C:64.3%[S:63.3%,D:1.1%],F:2.3%,M:33.4%,n:2137	Outlier (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces, Saccharomyces kudriavzevii	SACK1	Unassembled WGS sequence	GCA_000167075.2	full	0
UP000002762	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	655819	10363	C:98.3%[S:98.1%,D:0.2%],F:0.5%,M:1.2%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Cordycipitaceae, Beauveria, Beauveria bassiana	BEAB2	Mitochondrion; Unassembled WGS sequence	GCA_000280675.1	full	0
UP000002866	Henningerozyma blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7) (Yeast) (Tetrapisispora blattae)	1071380	5385	C:97.8%[S:95.1%,D:2.8%],F:0.3%,M:1.8%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Henningerozyma, Henningerozyma blattae	HENB6	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10	GCA_000315915.1	full	0
UP000002872	Nematocida parisii (strain ERTm3) (Nematode killer fungus)	935791	2724	C:95.0%[S:94.8%,D:0.2%],F:2.8%,M:2.2%,n:600	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Microsporidia, Microsporidia incertae sedis, Nematocida, Nematocida parisii	NEMP3	Unassembled WGS sequence	GCA_000190615.1	full	0
UP000003163	Edhazardia aedis (strain USNM 41457) (Microsporidian parasite)	1003232	4189	C:90.7%[S:90.0%,D:0.7%],F:4.8%,M:4.5%,n:600	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Microsporidia, Microsporidia incertae sedis, Culicosporidae, Edhazardia, Edhazardia aedis	EDHAE	Unassembled WGS sequence	GCA_000230595.3	full	0
UP000005018	Candida orthopsilosis (strain 90-125) (Yeast)	1136231	5676	C:96.7%[S:96.5%,D:0.2%],F:0.4%,M:2.9%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida orthopsilosis	CANO9	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8	GCA_000315875.1	full	1
UP000005206	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	660122	15709	C:97.1%[S:96.2%,D:0.9%],F:0.6%,M:2.3%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium solani species complex, Fusarium vanettenii	FUSV7	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Chromosome 17; Mitochondrion; Unassembled WGS sequence	GCA_000151355.1	full	0
UP000005220	Kazachstania africana (strain ATCC 22294 / BCRC 22015 / CBS 2517 / CECT 1963 / NBRC 1671 / NRRL Y-8276) (Yeast) (Kluyveromyces africanus)	1071382	5354	C:99.3%[S:97.6%,D:1.7%],F:0.1%,M:0.6%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Kazachstania, Kazachstania africana	KAZAF	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12	GCA_000304475.1	full	0
UP000005221	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	5777	C:99.3%[S:99.0%,D:0.3%],F:0.2%,M:0.5%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida parapsilosis	CANPC	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion MT			1
UP000005222	Pichia sorbitophila (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695) (Hybrid yeast)	559304	8851	C:96.7%[S:1.6%,D:95.1%],F:0.2%,M:3.1%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Millerozyma, Millerozyma farinosa	PICSO	Chromosome I; Chromosome L; Chromosome C; Chromosome M; Chromosome D; Chromosome A; Chromosome B; Chromosome E; Chromosome F; Chromosome G; Chromosome H; Chromosome J; Chromosome K; Chromosome N; Mitochondrion	GCA_000315895.1	full	0
UP000005240	Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus)	630390	15356	C:72.1%[S:67.6%,D:4.4%],F:7.3%,M:20.6%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Pucciniomycotina, Pucciniomycetes, Pucciniales, Pucciniaceae, Puccinia, Puccinia triticina	PUCT1	Unassembled WGS sequence	GCA_000151525.2	full	0
UP000005242	Wallemia mellicola (strain ATCC MYA-4683 / CBS 633.66) (Wallemia sebi (CBS 633.66))	671144	5262	C:90.6%[S:90.2%,D:0.4%],F:1.6%,M:7.8%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Wallemiomycotina, Wallemiomycetes, Wallemiales, Wallemiaceae, Wallemia, Wallemia mellicola	WALMC	Unassembled WGS sequence	GCA_000263375.1	full	0
UP000005446	Glarea lozoyensis (strain ATCC 74030 / MF5533)	1104152	7926	C:32.4%[S:32.4%,D:0.0%],F:8.1%,M:59.5%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Helotiaceae, Glarea, Glarea lozoyensis	GLAL7	Unassembled WGS sequence; Mitochondrion	GCA_000238015.2	full	0
UP000005627	Torulaspora delbrueckii (Yeast) (Candida colliculosa)	4950	4966	C:99.9%[S:99.9%,D:0.0%],F:0.1%,M:0.0%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Torulaspora	TORDE	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8	GCA_000243375.1	full	0
UP000005666	Tetrapisispora phaffii (strain ATCC 24235 / CBS 4417 / NBRC 1672 / NRRL Y-8282 / UCD 70-5) (Yeast) (Fabospora phaffii)	1071381	5238	C:99.5%[S:97.1%,D:2.5%],F:0.2%,M:0.3%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Tetrapisispora, Tetrapisispora phaffii	TETPH	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Unplaced scaffold 17	GCA_000236905.1	full	0
UP000006039	Gaeumannomyces tritici (strain R3-111a-1) (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici)	644352	14597	C:98.1%[S:95.9%,D:2.1%],F:0.7%,M:1.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Magnaporthales, Magnaporthaceae, Gaeumannomyces, Gaeumannomyces tritici	GAET3	Mitochondrion MT; Unassembled WGS sequence	GCA_000145635.1	full	0
UP000006174	Ustilago hordei (Barley covered smut fungus)	120017	7111	C:99.4%[S:99.1%,D:0.3%],F:0.1%,M:0.5%,n:1764	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Ustilaginomycetes, Ustilaginales, Ustilaginaceae, Ustilago	USTHO	Unassembled WGS sequence	GCA_000286035.1	full	0
UP000006310	Huiozyma naganishii (strain ATCC MYA-139 / BCRC 22969 / CBS 8797 / KCTC 17520 / NBRC 10181 / NCYC 3082 / Yp74L-3) (Yeast) (Kazachstania naganishii)	1071383	5301	C:99.2%[S:97.8%,D:1.4%],F:0.3%,M:0.5%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Huiozyma, Huiozyma naganishii	HUIN7	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13	GCA_000348985.1	full	0
UP000006352	Fibroporia radiculosa	599839	9251	C:90.7%[S:90.3%,D:0.5%],F:3.0%,M:6.3%,n:4464	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Polyporales, Fibroporiaceae, Fibroporia	9APHY	Unassembled WGS sequence	GCA_000313525.1	full	1
UP000006564	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516	12057	C:83.6%[S:83.3%,D:0.3%],F:5.3%,M:11.0%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Circumdati, Aspergillus oryzae	ASPOR	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Unplaced 47Q_0155; Unplaced 47Q_0173; Unplaced 47Q_0163; Mitochondrion	GCA_000184455.3	full	0
UP000006701	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	344612	9140	C:98.7%[S:98.6%,D:0.1%],F:0.8%,M:0.5%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Fumigati, Aspergillus clavatus	ASPCL	Unassembled WGS sequence; Mitochondrion	GCA_000002715.1	full	0
UP000006702	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	331117	10409	C:98.3%[S:98.1%,D:0.2%],F:1.3%,M:0.3%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Fumigati, Aspergillus fischeri	NEOFI	Unassembled WGS sequence; Mitochondrion	GCA_000149645.4	full	0
UP000006706	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	14069	C:93.6%[S:93.3%,D:0.3%],F:1.9%,M:4.5%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Circumdati, Aspergillus niger	ASPNC	Chromosome 1L; Chromosome 1R; Chromosome 2L; Chromosome 2R; Chromosome 3L; Chromosome 3R; Chromosome 4L; Chromosome 4R; Chromosome 4ER; Chromosome 5L; Chromosome 5EL; Chromosome 5R; Chromosome 6L; Chromosome 6R; Chromosome 7L; Chromosome 7R; Chromosome 8L; Chromosome 8R; Chromosome 8ER	GCA_000002855.2	full	0
UP000006753	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)	1072389	10037	C:97.7%[S:97.6%,D:0.1%],F:0.5%,M:1.7%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Drepanopezizaceae, Drepanopeziza, Drepanopeziza brunnea, Drepanopeziza brunnea f. sp. 'multigermtubi'	MARBU	Unassembled WGS sequence; Mitochondrion	GCA_000298775.1	full	0
UP000006757	Trichosporon asahii var. asahii (strain CBS 8904) (Yeast)	1220162	8515	C:83.5%[S:83.1%,D:0.5%],F:6.6%,M:9.9%,n:4284	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Trichosporonales, Trichosporonaceae, Trichosporon, Trichosporon asahii, Trichosporon asahii var. asahii	TRIAC	Unassembled WGS sequence; Mitochondrion	GCA_000299215.2	full	0
UP000006790	Eremothecium cymbalariae (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582) (Yeast)	931890	4429	C:93.9%[S:93.9%,D:0.0%],F:0.1%,M:6.0%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Eremothecium, Eremothecium cymbalariae	ERECY	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8	GCA_000235365.1	full	0
UP000006911	Tuber melanosporum (strain Mel28) (Perigord black truffle)	656061	7494	C:90.2%[S:89.4%,D:0.8%],F:2.9%,M:6.9%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Pezizomycetes, Pezizales, Tuberaceae, Tuber, Tuber melanosporum	TUBMM	Unassembled WGS sequence	GCA_000151645.1	full	0
UP000006968	Saccharomyces arboricola (strain H-6 / AS 2.3317 / CBS 10644) (Yeast)	1160507	3653	C:74.7%[S:73.7%,D:1.1%],F:0.2%,M:25.0%,n:2137	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces, Saccharomyces arboricola	SACAR	Chromosome I; Chromosome II; Chromosome III; Chromosome IV; Chromosome V; Chromosome VI; Chromosome VII; Chromosome VIII; Chromosome IX; Chromosome X; Chromosome XI; Chromosome XII; Chromosome XIII; Chromosome XIV; Chromosome XV; Chromosome XVI; Mitochondrion; Unassembled WGS sequence	GCA_000292725.1	full	0
